review_id,review_datePublished,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes
review-48433754,2023-08-22,Assistant Manager,Jio,New Delhi,1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,Poor ,Poor poor poor poor poor
review-48205816,2023-08-18,Assistant Manager O&M,Jio,,4,2.0,5.0,3.0,5.0,3.0,4.0,4.0,"satisfactory worklife, work from remote area for network maintenance ","nothing is dislike here, working here is a nice experience"
review-48878356,2023-10-16,Area Manager (JPM ),Jio,Krishnarajanagara,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes really good company in my life ... ,Jcm msl is very bad working rules.
review-50546820,2023-10-05,Deputy Manager,Jio,Gwalior,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good environment of working ,behaveior of senior
review-45714392,2023-07-04,Fiber Operations Lead,Jio,Mumbai,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,"Salary
My profile
Lot of challenges ","Everything else
Poor Management Support
No HR policies"
review-57162834,2024-05-09,NOC Executive,Jio,Krishnagiri,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All co worker is friendly ,Timing is not stable
review-50555288,2023-10-05,Jio Central Manager,Jio,Prayagraj / Allahabad,5,3.0,4.0,5.0,3.0,5.0,5.0,5.0,Familier and healthy environment ,No comments
review-50789992,2023-10-10,Assistant Network Planning Manager,Jio,Jabalpur Area,2,1.0,1.0,1.0,2.0,1.0,3.0,3.0,No reson for like ,Dislike
review-51889792,2023-11-01,Relaince jio telecommunication as digital repair specialist,Jio,Coimbatore,3,2.0,5.0,5.0,5.0,3.0,5.0,5.0,Skill development and culture and job security ,No growth in salary wise
review-57226426,2024-05-12,Web Developer,Jio,Navi Mumbai,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Very friendly environment ,It wasn't a paid internship
review-50821940,2023-10-11,Deputy Manager State L2 Engineer Backhaul,Jio,Bhadrak,4,2.0,5.0,3.0,5.0,4.0,5.0,5.0,"Scope of learning more and more, also strong on documentention and better atmosphere to work. ",Culture like reporting and performance and increment also no scope of retaintion
review-50501234,2023-10-04,Npe engineer planning,Jio,Jodhpur,5,2.0,5.0,5.0,4.0,3.0,4.0,4.0,Good 👍 ,Salary hike is not good
review-44517570,2023-06-08,Senior Executive (FTTX & Fiber ),Jio,Osmanabad,2,1.0,4.0,3.0,3.0,1.0,3.0,1.0,Skill Development ,"No salary increment as per other company. 
No promotion for project team.
No new opportunity to work."
review-40502783,2023-02-12,Jio Customer Associate ,Jio,,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,"I like my calling work
I did lots of hardwork here ","i worked in jio one and half year and jio did not pay regularly
My area jio manager and JPM not helping us 
Because of my 98% calling is effective jio terminate me on false besis
Not payy 2 months salary
So i decided i am not used jio card any more and my family also not used this 
Jio is so much politics"
review-58311938,2024-06-27,Home Sales Officer,Jio,Shahibaugh,5,2.0,4.0,3.0,3.0,5.0,3.0,5.0,good incentives ,Not that much supportive
review-52648528,2023-11-29,Assistant Manager,Jio,,5,4.0,5.0,5.0,5.0,4.0,4.0,4.0,superb superb superb ,nil nil nil nil
review-46403352,2023-07-15,Manager SMB Sales and Channel,Jio,Kolkata,3,2.0,3.0,3.0,3.0,3.0,3.0,2.0,"On time salary
Mediclaim ","No job security 
Pressure 
No work life balance"
review-46235638,2023-07-12,Fiber Engineer,Jio,Bilimora,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Staff behaviour is so good and reliance jio company is exillent ,Nothing
review-50688288,2023-10-08,Giga Jiofiber Engineer,Jio,Prayagraj / Allahabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I am like working jio Reliance jio ,No
review-54150490,2024-01-01,"Deputy Manager,Qa tester",Jio,"Pune, Mumbai",3,2.0,3.0,2.0,3.0,2.0,3.0,3.0,Campus ,"Salary structure, work-life balance, appraisal"
review-52150564,2023-11-10,IP Core ,Jio,Mumbai,5,3.0,5.0,5.0,5.0,5.0,5.0,4.0,Culture very nice ,Delayed in appraisal
review-55534472,2024-02-11,Dipty executive,Jio,Mokameh,5,2.0,4.0,4.0,3.0,2.0,4.0,3.0,Good experience ,Sallery not increased
review-49461310,2023-09-20,Pliser ,Jio,Rajkot,2,4.0,5.0,5.0,5.0,4.0,4.0,3.0,Reliance insurance to sir ,Jio office and jio fibre optic
review-40898493,2023-02-24,NOC Network Engineer L2,Jio,Ghansoli Navi Mumbai ,4,1.0,5.0,1.0,3.0,2.0,4.0,3.0,Comfort zone automatically gets created once you start working here. ,"No shift allowance provided, local influencial company taking care of locals only, no work or desk rotation, so automatically comfort zone gets created after you learn to impliment things at the right place and time."
review-47077464,2023-07-29,Jio Point Manager,Jio,"Kolkata, West Benga arambagh",3,1.0,5.0,1.0,2.0,5.0,5.0,2.0,Sallery timing and reporting processbare good ,Senior bosses are bad behavior
review-42302776,2023-04-10,Digital Repair Specialist in Reliance Jio Infocomm Limited,Jio,Ranchi,4,3.0,5.0,4.0,4.0,3.0,5.0,4.0,Big organization and all team members is god alway supported. I am feeling proud working in Reliance Jio Infocomm Limited. all support benefits also provided by organization. ,payment structure is worst.
review-49580388,2023-09-17,Senior Digital Repairing Specialist,Jio,Navi Mumbai,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Not any good found ,No salary growth last 7 years
review-49392182,2023-09-13,Field Sales Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good skill 👍 ,Good skill 👍
review-49368368,2023-09-12,Junior Engineer,Jio,Gwalior,5,4.0,5.0,5.0,5.0,4.0,4.0,5.0,Good ,Some people bad behaviour
review-49369230,2023-09-12,Territory Sales Manager,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good ,No issu west compny
review-52107490,2023-12-26,Sr. Manager Quality,Jio,Noida,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Culture ,Every thing is ok
review-45307952,2023-06-26,Executive,Jio,Navi Mumbai,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing ,"1) Toxic ""Ji"" culture.
2) Manager always makes personal comments.
3) Mangers can't handle pressure."
review-51286892,2023-10-17,System Engineer,Jio,,2,3.0,4.0,4.0,4.0,4.0,4.0,5.0,best in the industry till now ,less salary when compared to others
review-46179044,2023-12-28,Sales,Jio,Udaipur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like important ,Team management and distribution management
review-48340198,2023-08-21,Sales Officer,Jio,Chhindwara,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best company ,Rules kabhi bhi change kar dete hai.
review-52535868,2023-11-25,Data Center Engineer,Jio,Hyderabad / Secunderabad,5,3.0,5.0,5.0,5.0,3.0,3.0,4.0,Work location cool ,No thing dislike all good
review-46046846,2023-07-08,Data Analyst,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,This is a good job data analyat the way you are you ready and the rest of my favorite salry ,Nothing wrong person I know that you can do for your support you so muc
review-49126980,2023-09-17,DPT.Manager,Jio,Bhubaneswar,3,3.0,3.0,2.0,2.0,3.0,3.0,2.0,Nothing to say ,Nothing to say
review-49241646,2023-09-11,Tellecaller Executive,Jio,,5,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Good  Nice ,No nice work
review-49144512,2023-09-11,Sales Executive,Jio,,2,2.0,2.0,2.0,1.0,4.0,1.0,3.0,No comments ,No comments ....
review-46452612,2023-07-17,Hii,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,this company is very interesting and i want to work in it ,i don't want to say anything
review-50709116,2023-10-09,State FTTx Passive Network Lead,Jio,Meerut,4,3.0,4.0,4.0,4.0,3.0,5.0,4.0,Updated Technology with vast learning apportunity ,Reward and recognition as well appreciation/appraisal
review-51254290,2023-10-17,Data Entry Operator,Jio,Bangalore / Bengaluru,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Data entery do you like ,Never
review-46623912,2023-12-01,Deputy Manager,Jio,Roorkee,4,4.0,4.0,3.0,3.0,5.0,5.0,4.0,Employee benefits and perks ,Process and culture
review-57283222,2024-05-15,IT Helpdesk Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything and company environment ,Nothing to dislike
review-45341976,2023-06-26,Store Executive,Jio,8 kilo मीटर ,5,1.0,3.0,1.0,1.0,1.0,1.0,4.0,रीटेल सेक्टर में  क्लस्टर लीडरों के द्वारा  sosad बंद  कराओ ताकि  ladke sahi से काम कर सके  चोरी store से यही करवा h ,ladko ko insan samjo
review-52680520,2023-11-30,Non Voice Customer Service Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Skill development,job security,work satisfaction ",no dislikes is there
review-49429610,2023-09-13,Assistant Manager,Jio,Jaipur,4,5.0,5.0,5.0,5.0,5.0,5.0,4.0,GOOD WORK ,NOTHING  HKKGGHFGF6 LYUT
review-52923882,2023-12-06,Fttx  Engineer,Jio,Jc 02 srirampur ,5,2.0,5.0,5.0,5.0,2.0,5.0,5.0,Good work culture ,Salary poor for technical staff
review-37431105,2022-11-13,Assistant Manager - Backend,Jio,Navi Mumbai,2,3.0,4.0,1.0,2.0,3.0,4.0,1.0,"- The campus is huge and great.
- Attention is given to employee's medical health.
- Is a big brand
- Job security (if you can survive the pressure) ","- Zero regards for employee work-life balance
- No thirst for innovation. They'll compare their application with their competitors' and copy all their features.
- There is no system for releases and deployments. Any day, you could be suddenly asked to do production deployment.
- The focus is completely on adding as many features as a"
review-45672030,2023-07-03,HSO,Jio,Dehradun,1,1.0,1.0,5.0,1.0,1.0,1.0,1.0,Jio company best but my profile not best ,HSO PROFILE SELRY NOT INCREASE AND INCENTIVE ZERO TARGET HIGE
review-53849654,2024-07-18,JC  Home Partner Lead ,Jio,Vadodara,5,4.0,5.0,4.0,5.0,5.0,4.0,5.0,Very good Company culture and Supportive Staff. ,"Nothing Doslike , Very Good Company ."
review-49076928,2023-09-09,Office Worker,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I am sure ,Not like
review-50159906,2023-10-12,Connectivity Sales Lead,Jio,Varanshi,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good ,Nothing ok job profile is good
review-46942440,2023-07-26,Field Engineer(Backhaul Engg),Jio,Chikkamagaluru,4,4.0,5.0,4.0,4.0,4.0,5.0,4.0,We have Good environment with positive people in RJio. ,No any dislike.
review-44528806,2023-06-08,Data privacy specialist ,Jio,Navi Mumbai,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,The only thing you would like about jio is going home on a Friday evening but if you're too unfortunate they will call you on your personal numbers on weekends ,"Culture
Partiality
Open Harassment
Bootliking"
review-17501645,2021-04-08,Assistant Manager/Manager-(Nontechnical),Jio,Bharuch,4,2.0,5.0,3.0,4.0,5.0,3.0,1.0,Overall Good ,Calling to customers
review-21148583,2021-08-26,Assistent ma,Jio,Lucknow,3,3.0,4.0,3.0,4.0,3.0,3.0,2.0,Good environment ,Lot of work
review-52140330,2023-11-09,Reliance digital,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It was very nice to work with. ,Nothing
review-33357685,2022-06-29,Sels Exicutive,Jio,Bilaspur,2,1.0,1.0,3.0,1.0,2.0,2.0,4.0,Home lead officer behavior bad bilaspur chhattisgarh ," Monday to Saturday
									"
review-46519252,2023-07-18,Data Entry Operator,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes like Reliance Jio company ,No dislike at Reliance Jio
review-48662550,2023-08-29,HCMS And TRAINER,Jio,Anantapur,5,3.0,4.0,4.0,4.0,2.0,5.0,3.0,Right place to learn new challenges ,Not satisfied with salary
review-49988500,2023-09-25,DGM - State Enterprise SMB Lead,Jio,Hyderabad / Secunderabad,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing is there ,Not a good culture
review-48747126,2023-08-30,Digital Sales Specialist,Jio,Thiruvananthapuram,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nice job ,Bad company and network problems
review-47635340,2023-08-05,Master Supervisor Fiber ,Jio,Kolkata,5,5.0,4.0,4.0,4.0,4.0,5.0,4.0,"Salary in time , Appraisal ",Work Life Balance
review-47718510,2023-08-07,"SME, Project Manager",Jio,Mumbai,1,1.0,1.0,1.0,1.0,1.0,4.0,1.0,"Good medical policy, ","No transparency, hikes, development"
review-44345928,2023-06-05,Technical Product Manager (Audience Measurement Systems),Jio,Mumbai,3,2.0,1.0,2.0,1.0,2.0,4.0,3.0,No strict deadline ,Extreme office politics and no growth. You have to work on weekend as senior want to impress their bosses
review-53529590,2023-12-20,Trainer,Jio,Ahmedabad,5,4.0,5.0,5.0,5.0,4.0,5.0,5.0,Good environment ,No problem to job here
review-46933558,2023-07-26,Sr.DRS(Senior Digital repair specialist),Jio,Ongole,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work environment in office ,Sallery Increments in job role
review-51380216,2023-10-18,SMS Solution Consultant,Jio,Hyderabad / Secunderabad,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like jio service ,Nothing
review-49001508,2023-09-07,Assistant Manager,Jio,,4,4.0,4.0,5.0,4.0,3.0,3.0,4.0,Manner and behaviour and company persons ,Salary
review-49085992,2023-09-09,Jio Sim Sells Man,Jio,New Delhi,5,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Jio is good  better please ,Not dislike  great company
review-54441890,2024-01-09,Senior Executive Engineer,Jio,Begusarai,5,4.0,5.0,5.0,4.0,5.0,5.0,5.0,Good place to work ,Nothing
review-49484692,2023-09-14,Sdet Engineer,Jio,Navi Mumbai,4,3.0,4.0,2.0,3.0,2.0,5.0,3.0,"the campus was good, RCP NAVI MUMBAI ",The work culture is not that good
review-59107154,2024-07-26,Software Development Engineer,Jio,,4,3.0,4.0,3.0,3.0,3.0,2.0,4.0,"It's good company, if want to learn then you can grab opportunity. Most of managers/employees are good and helpful. ","Few people are not good, although most people are good. Sometimes work load and pressure is more."
review-48048696,2023-08-14,Enterprise Sales Officer,Jio,why... ,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing i like ,"0/100, company know better then me"
review-51350488,2023-10-18,Desktop Support Engineer,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good company ,No dislike this company
review-45772352,2023-07-04,Call Center Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good job skill and best compani ,Jio is not  all candidate provide job
review-47530090,2023-08-04,Production Manager,Jio,,1,1.0,1.0,1.0,1.0,2.0,2.0,3.0,Okay 123 okay 123 ,Okay 123 okay 123
review-54480716,2024-01-10,Sdet Automation Test Engineer,Jio,Navi Mumbai,4,2.0,2.0,2.0,3.0,3.0,5.0,3.0,I liked the environment and skills learnt ,No stipend for interns
review-55467240,2024-02-09,JBA sales officer (JSO),Jio,Dimapur,4,2.0,3.0,3.0,3.0,3.0,3.0,4.0,Nothing 👎 ,All things 👎
review-52009416,2023-11-04,Senior Engineer,Jio,Panipat,4,1.0,3.0,3.0,3.0,2.0,2.0,3.0,Self task assigned to complete work. ,No Job security
review-44938124,2023-06-18,IBS Engineer,Jio,Chandrapur,4,4.0,5.0,5.0,5.0,4.0,5.0,4.0,Reliance Jio is the best company for providing job for fresher and experience person. ,No
review-45089660,2023-06-21,REFO,Jio,Surat,3,1.0,1.0,1.0,1.0,2.0,2.0,3.0,I don't like anything about company ,Everything there is no salary hike no work timing no promotions
review-47890866,2023-08-10,HSO ,Jio,Noida,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Dor to dor sales targets ,Marketing sales targets
review-47771712,2023-09-14,ISP project Manager ,Jio,Madurai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"work timing, environment, nature of work ",nothing
review-49274310,2023-09-12,BPO Executive,Jio,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No ,Sallry and tl tm behaviour not best
review-51268794,2023-10-17,JCHPL,Jio,Bhilwar,5,3.0,4.0,4.0,4.0,4.0,4.0,4.0,Management. ,"Nothing to dislike. All ok,"
review-46155744,2023-07-10,RAN ENGINEER O,Jio,Bangalore Rural,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"huge pressure of work , unnecessary pressure, management is too poor , 
No proper increment ",Nothing to like
review-37958467,2023-01-18,Jio point maneger Didwana,Jio,Didwana,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I got to learn a lot in Jio In this, every problem is solved very quickly, along with Jio, they launch some new product in 3 months and it is told very well, along with Jio's working staff is very much We are taught and told a lot by Mr. Mukesh Ambani, the founder and director of the company, along with stubbornness to work. ","As of now, I do not see any shortcoming in Jio."
review-17769259,2021-04-12,B.P.O,Jio,Guntur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Job security ,Excellent
review-46425558,2023-07-16,Enterprise-Assistant Manager,Jio,Surat,3,3.0,5.0,3.0,3.0,5.0,3.0,3.0,Lots of learning in Jio ,Enterprise department not proper decision maker
review-52484686,2023-11-23,Splicing Technician,Jio,,5,5.0,5.0,5.0,5.0,5.0,4.0,5.0,All the best ,All the best
review-46274274,2023-07-13,Deputy Manager,Jio,Just,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Nothing ,Everything. No HR Will have no clue about hikes & position changes..
review-50338202,2023-10-13,Assistant Manager - Enterprise Sales,Jio,Bangalore / Bengaluru,4,3.0,4.0,4.0,3.0,5.0,4.0,3.0,Salary and incentives credited ontime ,No comments. Work life balance
review-48280806,2023-08-19,Data Entry Operator,Jio,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,I would like to work in jio so that I can develop some more  skills in  myself ,Jio internet works only in city but not villages
review-49857214,2023-09-23,Customer Service Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes i love to work here ,no nothing like that
review-49078906,2023-09-09,Customer Care Executive,Jio,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Very good and nice ,No
review-49015610,2023-09-07,Customer Care Executive,Jio,,1,5.0,5.0,5.0,5.0,5.0,5.0,2.0,No experience ,No experience please guide
review-48941912,2023-09-05,Telecalling Executive,Jio,,3,4.0,5.0,5.0,1.0,4.0,4.0,4.0,Working on jio Excellent ,This is the not answering me
review-54049474,2023-12-29,Customer experience Manager,Jio,Mumbai,5,1.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything that I do ,Irregular Salary correction
review-52500194,2023-11-23,Senior HSE Officer,Jio,Naihati,4,4.0,3.0,2.0,3.0,5.0,2.0,4.0,Working area ,Pressure created by maneger
review-44345894,2023-06-05,Customer Care Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nice and better company . Provides work from home ,There is no wrong feedbacks about this company
review-52930870,2023-12-06,currently working as Deputy manager in JIO,Jio,Machilipatnam,4,4.0,3.0,3.0,2.0,4.0,3.0,3.0,Office ambiance ,Too much work pressure
review-42703024,2023-04-25,Deputy Manager,Jio,,3,2.0,3.0,3.0,3.0,1.0,3.0,3.0,"Working culture is good at jio, no much pressure. ","Salary hike is very bad.
Lot of deductions in package on name of insurance, gratuity"
review-50168832,2023-09-29,Fiber Engineer,Jio,New Delhi,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,Yes ,Ariya se bahar nhi
review-49871306,2023-09-23,Jio DSS promoter,Jio,Etmadpur,1,1.0,3.0,1.0,1.0,5.0,1.0,1.0,I like this jio campaign ,I l
review-49855238,2023-09-23,Sales Executive,Jio,Kashmir,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Sales and marketing ,Not dislikes
review-53588720,2023-12-20,Driver,Jio,Pipalkoti chamoli uttarakhand ,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I need job 
Driver ",Never
review-50578402,2023-10-05,Enterprise Service Delivery and Assurance Engineer,Jio,Maldah / Malda,2,1.0,1.0,1.0,1.0,1.0,3.0,1.0,Nothing ,Here nothing to like
review-50538800,2023-10-05,Territory Sales Manager,Jio,Jodhpur,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio is good campani ,No isu
review-46397700,2023-07-15,Performance Optimization Engineer,Jio,Mumbai,5,4.0,4.0,5.0,5.0,4.0,5.0,5.0,Highly recommended to anyone to work in this organisation ,Benifits are less
review-51568788,2023-10-25,Telecalling ka,Jio,New Delhi,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Yes ,Bar bar call karna
review-48694066,2023-08-29,Costing Executive,Jio,,4,4.0,5.0,4.0,5.0,4.0,5.0,4.0,I liked it the function ,No dislike
review-58556204,2024-07-08,Advisor,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good ,Nothing it's a good company
review-47460266,2023-08-03,Assistant Manager,Jio,Market visit some times office work,3,5.0,5.0,3.0,2.0,3.0,5.0,2.0,Company norms is so good ,Reporting manager are worst
review-44415562,2023-06-06,Customer Care Executive,Jio,,1,1.0,1.0,4.0,1.0,1.0,1.0,1.0,Nothing  to like in jio. Very bad. No salary hike from 2 years. ,"No salary hike, work prusser"
review-49896284,2023-09-24,Service Engineer,Jio,Thiruvananthapuram,3,2.0,4.0,4.0,2.0,4.0,1.0,3.0,Salary ,Work life balance is not satisfy
review-42523232,2023-04-18,Jca,Jio,,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Jio is the best opportunity work from home.jio call center is the best job in my experience and I am loved this job. thanks jio Team for the best opportunity ,no basic salary system
review-48921196,2023-09-04,Data Analyst,Jio,,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Nice  jio  bhut badiya  company ,No
review-54903676,2024-01-26,"Small Cell RAN Engineer Planning(iBwave),Deployment, Integration",Jio,Kochi,5,3.0,4.0,4.0,4.0,4.0,5.0,4.0,Jio policy ,Work life balance
review-48233114,2023-08-18,FTTX and JC Construction Engineer,Jio,Kendrapara,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Thanks Reliance ,Very good company for employees
review-46313692,2023-07-14,Assistant Sales Manager,Jio,Central Mumbai ,3,3.0,4.0,3.0,3.0,3.0,3.0,3.0,Medical Facilities to all family members ,to much Pressure in work
review-53813874,2023-12-23,ISP Engineer,Jio,Kota,2,1.0,1.0,1.0,1.0,2.0,3.0,1.0,Nothing ,"Work environment, behaviour, work life balance"
review-14172727,2020-11-01,Senior Executive,Jio,Ranaghat,1,2.0,2.0,1.0,1.0,1.0,3.0,1.0,Work culture and HR policy are so bad and managers are treat employees like survent .. no personal life.. ,Behavior issue
review-46761184,2023-07-23,Senior Executive,Jio,Guwahati,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes reliance is good ,Reliance is good
review-47341636,2023-08-02,jio calling assistent,Jio,Kolkata,3,2.0,3.0,2.0,3.0,2.0,2.0,3.0,Archived experiences ,Seniors behaviour are not good
review-49066038,2023-11-05,Network Planning Engineer,Jio,etwah,5,4.0,5.0,4.0,5.0,5.0,5.0,5.0,Friendly environment ,Promotion too late
review-49705122,2023-09-19,Team Manager,Jio,Mangrol baran ,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,This company very much ,No.
review-49153714,2023-10-16,Technical Engineer Fibre,Jio,Gwalior,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good excellent ,HCMS KO PATA HI NHI RHATA KYA KRNA HAI
review-46096930,2023-07-09,Jio - Centre Manager,Jio,Mumbai,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Non of the things are good ,Everything is bad about jio
review-45773198,2023-07-04,Senior Relationship Manager,Jio,Amritsar,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I m topper in Punjab is 3 time first position and 6 time second position in which Punjab ,Neaver
review-55414134,2024-02-07,Customer Care Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I was very happy while working der ,Some people who regret me 😭 Dey have put me out if i get a chance i will join
review-46162964,2023-07-10,Jio Branch Manager,Jio,Mumbai,3,2.0,2.0,2.0,3.0,2.0,3.0,2.0,Good will of Organisation and innovative concepts ,No work life balance
review-48568106,2023-08-25,Area Sales Manager,Jio,Aurangabad,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing ,No comments nothing to say
review-21054961,2021-08-21,Sales Executive,Jio,JC GIRIDIH,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All over is good ,Nothing
review-49646044,2023-09-18,Mobility Sales Lead,Jio,Reliance jio ,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Worst on all my experience ,No likes only
review-46063324,2023-07-08,Jio Point Lead( Asst.Manager),Jio,Ongole,2,2.0,2.0,1.0,1.0,3.0,3.0,1.0,Some of the persons in the company is good ,Most of of the people is fake people
review-47333772,2023-08-02,Jio sales,Jio,Rohtak,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Good salary ,No prmotion for hardworking employees jio need only chaplus employees
review-50504574,2023-10-04,Maintenance Manager,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes ,I  like  working at Reliance  jio
review-45475590,2023-06-29,Telecaller,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Excellent
Reliance jio company is awesome ",Customer is not good
review-49754280,2023-09-20,Customer Service Manager,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,jio company is best company for ever or mai lucky hogi mujhe isme work millega ,nothing else
review-47873470,2023-08-10,Nurse,Jio,Navi Mumbai,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Bzjajkskskkskwkksks ,Banna Kis sksnansjjs DB banana
review-48540434,2023-08-24,Telecaller,Jio,Uppal,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I intrested for job 100% ,No 😞
review-49362280,2023-09-12,"Deputy Manager(data, gis) ",Jio,Guwahati,3,2.0,2.0,2.0,3.0,2.0,3.0,3.0,Nothing ,No proper appraisal system.
review-37535355,2022-11-15,Jio Point Assistant Manager,Jio,The entire city ,3,1.0,1.0,3.0,1.0,3.0,1.0,2.0,The only thing i like about working at jio is salary will be credited on time. ,"There's nothing to like about working at jio especially in sales team. 
The worst ever workplace for employees 
Even after completing working hours there will conference call with the sales teams, you have to completely involve your entire life to work there, you will not be getting any personal time after your working hours"
review-51480828,2023-10-21,Telecalling Executive,Jio,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No time bondetion ,Only insensitive n9 salary
review-49706860,2023-09-19,Senior Sales Executive,Jio,Jankipuram Lucknow ,5,5.0,5.0,5.0,5.0,5.0,1.0,5.0,Sailry timely paid ,No job sequrity
review-48117642,2023-08-21,Operations Manager,Jio,Sadar,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work Environment is cool. Independent work /Lead position. ,
review-50917604,2023-10-12,Jio Fibre Engineer ,Jio,Navi Mumbai,5,4.0,5.0,5.0,5.0,5.0,4.0,5.0,Good facilities available at company ,No idea
review-49108858,2023-09-10,Jio Point Manager,Jio,Infield,4,2.0,2.0,3.0,2.0,4.0,3.0,2.0,Average things are ok ,Working culture not good
review-49820034,2023-09-22,Graduate Trainee,Jio,Navi Mumbai,4,3.0,4.0,4.0,4.0,3.0,5.0,4.0,Good all ,No all good
review-49178518,2023-10-17,DGM - Mid Market,Jio,Hyderabad / Secunderabad,3,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Very aggresive ,Work life balance
review-53706124,2023-12-21,Jio,Jio,Mysuru / Mysore,5,2.0,5.0,4.0,3.0,3.0,3.0,4.0,Office work ,Very less salary
review-44025532,2023-05-27,FTTX Project Manager Gujarat,Jio,Surat,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Reliance Jio is the best company to work with. ,"Nothing is negative in Jio work culture, the reason of Job change is the Role change since 9 yrs passed in same profile"
