,review_id,review_datePublished,review_author,review_jobTitle,review_worksFor,review_workLocation,review_ratingValue,review_bestRating,review_worstRating,rating_overall,rating_promotions,rating_skilldev,rating_culture,rating_worksatis,rating_salarybenifits,rating_jobsecurity,rating_worklifebal,likes,dislikes,work_details
6469,review-44593764,2023-06-09,Anonymous,"Deputy Manager-LTE Protocol Testing ,RF Planning & Optimization engineer",Jio,Mumbai,4,,,4,3.0,4.0,4.0,4.0,3.0,5.0,4.0,Learing new things and exploring knowledge ,Company's appraisal policy compare to other companies is poor,"['Work related travel:', '\xa0', 'This is a desk job.']"
6470,review-44275306,2023-06-03,Anonymous,Advisor,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Work place and good employe , friendly good experience to reliance Jio ",Nothing,"['Work related travel:', '\xa0', 'This is a desk job.']"
6471,review-48805210,2023-09-01,Anonymous,employ,Jio,Surat,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,nice compny gor skill devlopment ,noting dislike,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6472,review-49722098,2023-09-19,Anonymous,Store Manager,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything is perfect I don't find any issues ,Nothing much all is good and green,[]
6473,review-51212150,2023-10-30,Anonymous,Jio JPM,Jio,Paonta Sahib,5,,,5,5.0,4.0,5.0,4.0,5.0,5.0,5.0,Work from good ,Working on the same from the good,[]
6474,review-53711790,2023-12-21,Anonymous,UJP Manager,Jio,Ballari,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Very bed kabhi bhi kisi ka bhi c bna dete h ,Very poor,[]
6475,review-43090360,2023-05-16,Anonymous,Vice President & Access NOC Head at Reliance Jio Infocomm at Mumbai,Jio,Navi Mumbai,3,,,3,1.0,1.0,1.0,1.0,3.0,4.0,2.0,Job security is good ,Too much of politics. There is a Airtel lobby of ex Airtel employees who trust only people who come from Airtel only. Bosses have double standards for their subordinates. HR intervention is non- existent. No avenues for improving your skills,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
6476,review-45570548,2023-07-02,Anonymous,Fiber Engineer NLD,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like the way of work in jio. It's very discipline and friendly working nature ,Nothing,[]
6477,review-50228410,2023-09-30,Anonymous,Material Coordinator,Jio,Siliguri,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Flexibility in working ,Nothing here for Dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
6478,review-36965539,2022-10-27,Anonymous,Store Manager,Jio,Office,3,,,3,1.0,2.0,1.0,3.0,2.0,1.0,3.0,I think this is a naming matter only because I am working in no 2 company in telecom that's it ,"There is no timing limit to work we started morning 7 am continue working after 9 pm and some times it's above 10 also and there is no security in job and no appraisal benifits and main thing employees self respect is not matter in this culture and only applies higher level jobs, Specialy store managers no working limit timings Repor","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
6479,review-48174628,2023-08-17,Anonymous,Salesforce Developer,Jio,Nellore,5,,,5,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Yes i am in ,Yes I am in,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6480,review-44230152,2023-06-02,Anonymous,Mumbai,Jio,Navi Mumbai,4,,,4,2.0,4.0,3.0,3.0,2.0,4.0,4.0,"It is better place for higher position people, ok ok for entry level people ",No promotion in last 6 years,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
6481,review-44289128,2023-06-03,Anonymous,Assistant Manager,Jio,Lucknow,2,,,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,Kuch bhi accha nhi hai ,Not jio company bahut jada bakwas log kaam karna aata nhi hai,"['Work related travel:', '\xa0', 'This is a desk job.']"
6482,review-45685464,2023-07-03,Anonymous,Civil Engineer,Jio,Hyderabad / Secunderabad,4,,,4,4.0,5.0,5.0,4.0,4.0,4.0,5.0,Yes I am really lucky thank u jio ,Not understand,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6483,review-49789434,2023-09-21,Anonymous,Sales Officer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,all things are good ,no dislike,[]
6484,review-54641014,2024-01-18,Anonymous,Advisory Associate Solution Advisor,Jio,Bhopal,4,,,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,It is suitable in working from home with mobile phones. ,It takes more than 9 hours of shift.,[]
6485,review-49043584,2023-09-08,Anonymous,Senier Executive  Engineer,Jio,Chandrapur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No words to say......All Good ,Not to observe any dislike,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6486,review-53520420,2023-12-20,Anonymous,Back Office Staff,Jio,,3,,,3,3.0,4.0,4.0,4.0,2.0,2.0,2.0,I am like jio company in work ,No,[]
6487,review-57694410,2024-06-05,Anonymous,Senior Web Development Manager,Jio,Kolkata,4,,,4,4.0,3.0,3.0,3.0,5.0,4.0,4.0,The salary is nice. ,Aayush is a tyrant. He bosses around in subtle ways that his father does not know about.,"['Work related travel:', '\xa0', 'This is a desk job.']"
6488,review-43404756,2023-05-10,Anonymous,Help Desk Engineer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes . Please allow me to work on remote team . ,Nothing else. Bt please check work progress in this field .,"['Work related travel:', '\xa0', 'This is a desk job.']"
6489,review-47501322,2023-08-04,Anonymous, Power Utility Engineer,Jio,Udaipur,3,,,3,2.0,2.0,4.0,3.0,2.0,2.0,3.0,White colaur job ,Third party recurit,"['Work related travel:', '\xa0', 'This is a desk job.']"
6490,review-47658840,2023-08-06,Anonymous,Team Lead,Jio,,5,,,5,4.0,5.0,4.0,4.0,3.0,5.0,3.0,I was working as a team leader and company provided all good things like management was too good and I really appreciate ,It support not provided on time,"['Work related travel:', '\xa0', 'This is a desk job.']"
6491,review-44033834,2023-05-27,Anonymous,Executive,Jio,Salem,5,,,5,4.0,5.0,5.0,4.0,4.0,5.0,4.0,All good..I'm impressed...working very good and ,Nothing to dislike .all good so nothing,"['Work related travel:', '\xa0', 'This is a desk job.']"
6492,review-46328952,2023-07-14,Anonymous,Senior Technical Project Manager,Jio,Bangalore / Bengaluru,4,,,4,3.0,3.0,3.0,4.0,4.0,3.0,4.0,Nothing much to mention here ,Nothing much to mention here,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within Country.']"
6493,review-47955106,2023-08-11,Anonymous,Administration Manager,Jio,,5,,,5,5.0,5.0,5.0,5.0,2.0,5.0,5.0,I like it . Thats great job . ,NO,"['Work related travel:', '\xa0', 'This is a desk job.']"
6494,review-51283854,2023-10-17,Anonymous,ZTSM,Jio,Yavatmal,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio information ,I'm very happy,[]
6495,review-44393770,2023-06-06,Anonymous,Accountant ,Jio,Mumbai,5,,,5,4.0,4.0,5.0,5.0,5.0,5.0,5.0,"Friendly environment, can develop skills etc. ",Nothing to dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
6496,review-44397070,2023-06-06,Anonymous,Customer Care Executive,Jio,,2,,,2,1.0,5.0,4.0,5.0,5.0,4.0,4.0,"I am a sunil
Job in jio company
Costomer care ","Jio company
Customer care","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6497,review-48894276,2023-09-03,Anonymous,Fibe Backhaul Network Planner And Desiner ,Jio,Mohali,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All Good ,No one For Dislike,"['Work related travel:', '\xa0', 'This is a desk job.']"
6498,review-44815338,2023-06-16,Anonymous,Assistant Manager,Jio,Jankipuram Lucknow,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,One of the best company to work here and support from all senior management ,Nothing,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'International Travel,\xa0', 'Travel Within Country,\xa0', 'Travel Within City.']"
6499,review-48995436,2023-09-12,Anonymous,Chandigarh realince jio,Jio,Chandigarh,5,,,5,1.0,5.0,5.0,5.0,5.0,5.0,5.0,Good good company ,Likes good company,"['Work related travel:', '\xa0', 'This is a desk job.']"
6500,review-44070954,2023-05-28,Anonymous,Program Manager,Jio,Bkc,5,,,5,5.0,5.0,4.0,4.0,3.0,5.0,4.0,Best place to work. Calm environment and helping colleagues. ,Salary hike and work life balance,"['Work related travel:', '\xa0', 'This is a desk job.']"
6501,review-49985838,2023-09-25,Anonymous,Senior HR Executive,Jio,,3,,,3,1.0,5.0,3.0,3.0,2.0,5.0,2.0,Flexibility in team ,Unwanted pressure from other departments,[]
6502,review-14228699,2020-11-03,Anonymous,Back Office Executive,Jio,AURANGABAD maharashtra ,3,,,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,I am interested for that job ,Nothing,"['Work days:', '\xa0Monday to Friday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6503,review-20821411,2021-08-08,Anonymous,HSO,Jio,Bokaro,4,,,4,3.0,4.0,3.0,3.0,4.0,4.0,3.0,Company is very good ... ,Fine,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6504,review-45945110,2023-07-06,Anonymous,Giga Fiber Engineer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Jio fiber engineer ,Jio fiber engineer,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6505,review-45032326,2023-06-20,Anonymous,Deputy General Manager,Jio,Prayagraj / Allahabad,5,,,5,4.0,5.0,3.0,5.0,4.0,5.0,3.0,Trend setter ,As of now nothing that I can put in dislike,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6506,review-47272522,2023-08-02,Anonymous,Protocol Test Engineer,Jio,Navi Mumbai,3,,,3,2.0,3.0,3.0,3.0,2.0,3.0,2.0,Ok ok ok I don't have any words ,Okok ok,"['Work related travel:', '\xa0', 'This is a desk job.']"
6507,review-49867962,2023-09-23,Anonymous,Jio fiber,Jio,Jaipur,5,,,5,1.0,1.0,1.0,3.0,3.0,1.0,3.0,Nothing in company ,Staff Bed Behavior,[]
6508,review-46456434,2023-07-17,Anonymous,L1 Backhaul Engineer,Jio,Chennai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Skill development and good learning ,Nothing,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6509,review-41083291,2023-03-14,Anonymous,Telecom,Jio,Guindy ,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Telecom networking department in this working learning quickly it self . Then knowledge of telecom networking to signals processing communication of technology ,Some time of networking error of weather changing times,"['Work related travel:', '\xa0', 'This is a desk job.']"
6510,review-46431096,2023-07-16,Anonymous,Assistant Manager Escalations,Jio,Navi Mumbai,4,,,4,3.0,3.0,4.0,3.0,4.0,4.0,3.0,Work place and ambience ,The way the work is managed,"['Work related travel:', '\xa0', 'This is a desk job.']"
6511,review-47778878,2023-08-08,Anonymous,Voice Support Officer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good job ,Yes no problem,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6512,review-46945658,2023-07-26,Anonymous,Senior Sales Executive,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Great company, also support employee every time .. jio is best company.. thank you jio family I am never forget your support ... Thanks a lot ",No dislikes,[]
6513,review-46312202,2023-07-24,Anonymous,Team Lead,Jio,Wardha,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Team work & Friendly Culture ,Not to be disclosed,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6514,review-46557706,2023-07-20,Anonymous,Business Development Executive,Jio,Bhopal,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,business development executive ,business development executive,[]
6515,review-16440829,2021-03-22,Anonymous,Master Supervisor-Deputy Manager,Jio,Hyderabad / Secunderabad,1,,,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,Nothing... ,"No Career growth, long duration working hours, no increments...","[' ', 'Work timings:\xa0', 'Strict Timings', 'Work related travel:', '\xa0', 'This is a desk job.']"
6516,review-44214086,2023-06-02,Anonymous,5G and LTE RAN Configuration Management,Jio,Mumbai,2,,,2,2.0,3.0,2.0,3.0,1.0,3.0,3.0,Not much satisfaction ,Increment is like nothing...salary  is different  from real package,"['Work days:', '\xa0Rotational Shift\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
6517,review-47656692,2023-08-06,Anonymous,Msl,Jio,Hyderabad / Secunderabad,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good for work 
Management good ",No dislikes in jio,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6518,review-44350708,2023-06-05,Anonymous,Assistant Manager,Jio,UPW MEERUT,2,,,2,3.0,4.0,2.0,2.0,1.0,4.0,1.0,I learn a lot of in technical ,"Work culture and senioer is not good ,lot of pressure ,do work day and night without allowamces","['Work related travel:', '\xa0', 'This is a desk job.']"
6519,review-51926604,2023-11-02,Anonymous,NOC Exicutive,Jio,Raichur,3,,,3,1.0,5.0,3.0,3.0,3.0,1.0,3.0,Good ,Torture from upside persons,"['Work related travel:', '\xa0', 'This is a desk job.']"
6520,review-49411150,2023-09-13,Anonymous,Workwomen,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good ,No it's amazing job,"['Work related travel:', '\xa0', 'This is a desk job.']"
6521,review-49359846,2023-09-12,Anonymous,Complain Manager,Jio,Lucknow,1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing is good ,Everything is fine,"['Work related travel:', '\xa0', 'This is a desk job.']"
6522,review-48792380,2023-08-31,Anonymous,Assistant Manager - Customer Service Delivery ,Jio,Navi Mumbai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great Place to Work ,Nothing,"['Work days:', '\xa0Rotational Shift\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6523,review-45657202,2023-07-03,Anonymous,Manager-Operations(Network SLP),Jio,Mumbai,3,,,3,3.0,2.0,3.0,3.0,3.0,3.0,5.0,Salary released on 30th of every month ,"Compensation was not good , many experience employees get under paid",[]
6524,review-43893392,2023-05-23,Anonymous,Business Supply Chain operation Lead ,Jio,Nagpur,5,,,5,3.0,4.0,5.0,4.0,4.0,5.0,5.0,Working Culture is good here excellent management staff ,Appraisal are average as per performance,"['Work related travel:', '\xa0', 'This is a desk job.']"
6525,review-35632691,2022-09-11,Anonymous,Digital Repair Specialist,Jio,Mumbai,4,,,4,2.0,3.0,2.0,1.0,4.0,4.0,3.0,On time salary easy access of ess. ,SCP Stay connected plus program is the worst programm ever it is an KPI for employe.employee need to call the customer and make them recharge their number if recharge not done  employee have to recharge because of koi and pressure from Department Head Team.except FSM calling everything is good.Ambani sir Please Change this FSM SCP Ta,"['Work related travel:', '\xa0', 'This is a desk job.']"
6526,review-45705344,2023-07-04,Anonymous,Security and Loss Prevention,Jio,Bhubaneswar,5,,,5,2.0,5.0,2.0,2.0,5.0,5.0,5.0,No comments ,No comments . No comments.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6527,review-48879448,2023-09-03,Anonymous,Product & Process Trainer,Jio,,3,,,3,1.0,4.0,2.0,3.0,2.0,4.0,3.0,Skills improvement ,Salary growth is very low almost no. No incentives.,[]
6528,review-52422656,2023-11-21,Anonymous,Reliance jio RE MIS,Jio,Dehradun,2,,,2,1.0,2.0,1.0,1.0,1.0,1.0,2.0,Very bad experience ,Environment is not comfortable work,[]
6529,review-47912940,2023-08-10,Anonymous,"Very bad working culture, new carrier growth no appreciation",Jio,Cg,1,,,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Nothing is good for service ,"Culture , career, pramotion, job transfer","['Work related travel:', '\xa0', 'This is a desk job.']"
6530,review-45248136,2023-06-24,Anonymous," Manager Operations and Maintenance: FTTX , Utility Infra and Optical Fiber",Jio,Ranchi,3,,,3,3.0,4.0,2.0,3.0,3.0,4.0,3.0,Growth is limited ,Growth is not as per basic and mandatory required.,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country.']"
6531,review-49207790,2023-12-03,Anonymous,JPM,Jio,,5,,,5,5.0,5.0,3.0,4.0,5.0,5.0,5.0,Customer activities ,All is well,[]
6532,review-28831915,2022-05-04,Anonymous,Instrument Technician Data Center,Jio,Indore,4,,,4,4.0,5.0,4.0,5.0,3.0,4.0,3.0,All good ,Nothing,"[' ', 'Work timings:\xa0', 'Flexible Timings']"
6533,review-45449078,2023-06-28,Anonymous,Salesman,Jio,Faridabad,4,,,4,4.0,5.0,4.0,4.0,3.0,4.0,4.0,I want job jio company ,Nothing all is well,"['Work related travel:', '\xa0', 'This is a desk job.']"
6534,review-44659338,2023-06-11,Anonymous,Advisor,Jio,,3,,,3,1.0,3.0,4.0,2.0,2.0,4.0,4.0,"Average company, for freshers it's a good company ","No Appraisal,  No Incentive , Low salary","['Work related travel:', '\xa0', 'This is a desk job.']"
6535,review-50814446,2023-10-11,Anonymous,Customer Care Executive,Jio,,2,,,2,1.0,1.0,1.0,3.0,2.0,3.0,2.0,Not at all ,Team leader not talk properly 😞,[]
6536,review-47771920,2023-08-08,Anonymous,Customer Care Executive,Jio,,4,,,4,5.0,2.0,1.0,3.0,5.0,5.0,4.0,Yes work from home ,Nothing,"['Work related travel:', '\xa0', 'This is a desk job.']"
6537,review-36329963,2022-10-05,Anonymous,Process Trainer,Jio,,4,,,4,2.0,2.0,3.0,3.0,2.0,5.0,4.0,Definitely you will get work life balance once you join in Jio. More over till now they are provided WFH which is extra benefits. ,"Salary the major part, they are not even provide 30% hike in your previous CTC. Hr bargaining like Fish seller which is very bad. Work culture is like no one help you if you're stuck. So before join this organization make sure you are trained enough in your field so that you can do your work by yourself.","['Work related travel:', '\xa0', 'This is a desk job.']"
6538,review-47568518,2023-08-04,Anonymous,Assistant Manager,Jio,Dakshin Dinajpur,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Reliance jio best' ..... ,"No dislike,","['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6539,review-45534770,2023-07-01,Anonymous,Assistant Manager,Jio,Chandigarh,5,,,5,4.0,4.0,5.0,5.0,4.0,4.0,5.0,40 likes about working at reliance ,4 dislikes about working at reliance,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6540,review-44856174,2023-06-17,Anonymous,jmd officer,Jio,Seoni,5,,,5,1.0,5.0,5.0,4.0,4.0,3.0,5.0,Good  place learning new skill ,Work load very much pressure sometimes,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6541,review-48639402,2023-09-08,Anonymous,Manager,Jio,Maharajpur chhatarpur madhya pradesh ,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good job to jio ,No,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City,\xa0', 'Travel Within Country.']"
6542,review-42596888,2023-04-20,Anonymous,Senior Manager,Jio,BKC Mumbai ,5,,,5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Very supporting seniors. ,"BKC office location, very poor transport facility due to construction work going on.This increases traveling time.","['Work related travel:', '\xa0', 'This is a desk job.']"
6543,review-50282940,2023-10-01,Anonymous,Area FTTH Home Business  Lead,Jio,Guwahati,4,,,4,2.0,3.0,2.0,3.0,3.0,3.0,3.0,Multitasking and cross vertical work culture. ,Appraisal and PLI benifits.,[]
6544,review-50431528,2023-10-03,Anonymous,Team Manager,Jio,Navi Mumbai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Not a good experience at all ,Not a good experience at all,[]
6545,review-49044600,2023-09-08,Anonymous,Senior Associate,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company ,Nothing about disliked,[]
6546,review-44372678,2023-06-05,Anonymous,I m working as a jio point lead I have handle 13 onroll people,Jio,Namakal,4,,,4,4.0,4.0,3.0,3.0,4.0,4.0,3.0,"We will learn lots, actually I grow up as a leader  it's amazing experience. ",Work life balance is big question .....,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6547,review-47371050,2023-08-03,Anonymous,Assistant Manager Hrbp,Jio,Gurgaon / Gurugram,5,,,5,1.0,5.0,5.0,5.0,5.0,5.0,5.0,no need to fill ,no need to fill,"['Work related travel:', '\xa0', 'This is a desk job.']"
6548,review-50162098,2023-09-29,Anonymous,Loss Prevention Manager,Jio,Beed ambejogai,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Wonderful job place, culture ",Nothing,[]
6549,review-36665579,2022-10-16,Anonymous,Deputy Talent Acquisition Manager,Jio,RCP,1,,,1,1.0,5.0,5.0,5.0,1.0,5.0,3.0,"I have learned alot here, lot of learning opportunities. ","No hike no appraisal, Managers dont even care to listen when it comes to sharing your problems. They will just be sweet with you when they want you to complete targets. No growth not even role wise not even salary wise. Worst culture.They will make you work even after office hours, on saturdays also. No matter how good you are how ha","['Work days:', '\xa0Alternate Saturday off\n\t\t\t\t\t\t\t\t\t', ' ', '(Strict Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
6550,review-43384946,2023-05-09,Anonymous,Dy GM - Fiber Home Connect & Care Head -Gujarat,Jio,Ahmedabad,1,,,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Reliance wants to work with ethic but their leaders does not allows to implement that ,No leadership skill in leaders,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6551,review-43264126,2023-05-08,Anonymous,CORE Utility Engineer,Jio,Surat,2,,,2,1.0,2.0,1.0,2.0,2.0,3.0,1.0,Large telecom sector with different domain to learn. ,"No Promotion
No increment
No development and opportunity.","['Work related travel:', '\xa0', 'This is a desk job.']"
6552,review-49535078,2023-09-27,Anonymous,Customer Care Executive,Jio,,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Work from home facility is available ,There is nothing not to like,"['Work related travel:', '\xa0', 'This is a desk job.']"
6553,review-50156856,2023-09-28,Anonymous,RE Field Officer TL,Jio,Kolkata,3,,,3,3.0,4.0,4.0,4.0,3.0,2.0,4.0,"Skills development are very strong, easy to handle it. ","Job security very poor,",[]
6554,review-53010290,2023-12-08,Anonymous,EB Coordinator,Jio,Jamshedpur,4,,,4,3.0,4.0,5.0,5.0,3.0,4.0,4.0,This is helpful for the employee ,Nothing,[]
6555,review-47519668,2023-08-04,Anonymous,Back Office Staff,Jio,,3,,,3,4.0,3.0,3.0,4.0,4.0,4.0,2.0,The company ia good ,Customer service,[]
6556,review-50742958,2023-10-10,Anonymous,Service Engineer,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very nice company 😄 ,No any complan,[]
6557,review-41107275,2023-03-03,Anonymous,Software Developer,Jio,,4,,,4,3.0,4.0,4.0,4.0,3.0,3.0,4.0,The work Environment is good and also the pressure is high but learning comes with it. ,Job Security and bonus perks are not attractive as compared to other competitors.,"['Work related travel:', '\xa0', 'This is a desk job.']"
6558,review-58662606,2024-07-12,Anonymous,Advisor,Jio,Nashik,3,,,3,1.0,2.0,1.0,1.0,1.0,2.0,4.0,Yes I also like a  confidance ,The time is not good for a shift,[]
6559,review-56330250,2024-03-26,Anonymous,Market Research & Insights - Other,Jio,New Delhi,5,,,5,3.0,4.0,5.0,4.0,3.0,3.0,4.0,"Knowledgeable people, train you better ",Nothing to dislike about,"['Work days:', '\xa0Monday to Saturday\n\t\t\t\t\t\t\t\t\t', ' ', '(Flexible Timings', ')', 'Work related travel:', '\xa0', 'This is a desk job.']"
6560,review-14240475,2020-11-04,Anonymous,Senior Executive,Jio,Gurgaon / Gurugram,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Every thing....u have to perform ,Nothing.... looking for another chance to work with great company,"[' ', 'Work timings:\xa0', 'Flexible Timings']"
6561,review-44091334,2023-06-10,Anonymous,Ftth Engineer,Jio,Chennai,5,,,5,1.0,5.0,5.0,5.0,1.0,1.0,3.0,Good company knowledge growth is much better. ,No benefit of employees,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
6562,review-50787852,2023-10-12,Anonymous,Associate,Jio,New Delhi,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Solve the problem of customers ,No reasons,[]
6563,review-50616802,2023-10-06,Anonymous,Deputy Manager,Jio,Navi Mumbai,2,,,2,3.0,3.0,5.0,1.0,1.0,5.0,3.0,Office in Mumbai ,Work culture and politics,[]
6564,review-49681306,2023-09-18,Anonymous,Workman,Jio,,4,,,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Company is good. ,No very good,"['Work related travel:', '\xa0', 'This is a desk job.']"
6565,review-49532246,2023-09-16,Anonymous,Center Head,Jio,,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes 👍 ha 😀 ,No,"['Work related travel:', '\xa0', 'This is a desk job.']"
6566,review-44952390,2023-06-18,Anonymous,Data Engineer -Assistant Manager,Jio,Navi Mumbai,3,,,3,2.0,3.0,1.0,2.0,3.0,4.0,3.0,Work opportunities are really good. ,"No work culture, no process.","['Work related travel:', '\xa0', 'This is a desk job.']"
6567,review-43061464,2023-05-06,Anonymous,Costumer Service,Jio,,4,,,4,4.0,5.0,5.0,5.0,5.0,5.0,3.0,They provide work from home and give us good income sources to housewife ,No any dislike point about it,"['Work related travel:', '\xa0', 'This is a desk job.']"
6568,review-48269610,2023-08-19,Anonymous,Enterprises Channel Sales Manager - Metro and Type A,Jio,Patna,3,,,3,3.0,2.0,2.0,3.0,4.0,3.0,3.0,Pay packages ,"Un organised,  un planned",[]
6569,review-49802092,2023-09-21,Anonymous,Assistant Territory Sales Manager,Jio,Mathura,5,,,5,5.0,5.0,5.0,5.0,5.0,5.0,3.0,6years work with jio infocom.com ,No,"['Work related travel:', '\xa0This job involves\n\t\t\t\t\t\t\t\t', 'Travel Within City.']"
